bhk,area,price,age,type,locality,region,status
2,1150,60.5,0,Apartment,Paradise Sai Suncity,Taloja,Under Construction
2,950,45.0,0,Apartment,Arihant 5 Anaika,Taloja,Under Construction
1,684,31.0,0,Apartment,Arihant 5 Anaika,Taloja,Under Construction
1,575,29.75,0,Apartment,Arihant Aakarshan Phase 1,Taloja,Under Construction
2,577,64.0,0,Apartment,Mahaavir Exotique Phase I,Taloja,Under Construction
2,1200,132.0,1,Apartment,Ambika Ambika Heritage,Kharghar,Ready to move
1,670,68.0,1,Apartment,Nisarg Hyde Park,Kharghar,Ready to move
2,1000,128.0,1,Apartment,Prajapati Gaurav,Kharghar,Ready to move
1,670,67.0,1,Apartment, Shah Alphine,Kharghar,Ready to move
4,1100,135.0,1,Apartment,Reputed Builder Jalvayu Vihar Phase 2,Kharghar,Ready to move
1,655,67.0,1,Apartment,Nisarg Hyde Park,Kharghar,Ready to move
3,1700,175.0,1,Apartment,Adhiraj Gardens,Kharghar,Ready to move
2,1200,132.0,1,Apartment,Swastik Windsor Heights,Kharghar,Ready to move
2,909,87.0,1,Apartment,Reputed Builder Surya Prabha Apartment,Kharghar,Ready to move
1,665,52.0,1,Apartment,Aristo Universal Bliss,Kharghar,Ready to move
2,1160,120.0,1,Apartment,Prajapati Lawns,Kharghar,Ready to move
1,700,56.0,0,Apartment,Sanghvi Sanghvi S3 Ecocity Woods,Mira Road East,Under Construction
2,1040,95.0,1,Apartment,Unique Estate Mumbai,Mira Road East,Ready to move
2,1050,88.0,1,Apartment,Mayur Sheetal Heights,Mira Road East,Ready to move
1,650,58.0,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
2,1050,85.0,0,Apartment,Space Residence II Building No 4 B,Mira Road East,Under Construction
1,710,65.0,0,Apartment,Unique Ivana,Mira Road East,Under Construction
1,690,55.0,1,Apartment,Pratik Shree Sharanam,Mira Road East,Ready to move
1,650,57.0,1,Apartment,Sadguru Complex,Mira Road East,Ready to move
1,660,58.5,1,Apartment,Sunder Angan,Mira Road East,Ready to move
2,1200,185.0,0,Apartment,Neelyog Virat,Malad East,Under Construction
1,675,61.0,1,Apartment,PNK Poonam Sagar Complex,Mira Road East,Ready to move
2,1250,180.0,0,Apartment,Shreeji Atlantis ,Malad West,Under Construction
3,1200,450.0,1,Apartment,Reputed Builder Landmark Towers,Dadar East,Ready to move
2,980,79.5,1,Apartment,Salangpur Salasar Aangan,Mira Road East,Ready to move
2,980,79.8,1,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,Ready to move
1,690,32.0,1,Apartment,Shree Swastick Heights,Virar,Ready to move
1,690,39.0,0,Apartment,Agarwal Paramount,Virar,Ready to move
1,690,32.0,0,Apartment,Vinay Unique Sun Heights,Virar,Ready to move
1,700,47.0,1,Apartment,Adinath Group Arpan,Ulwe,Ready to move
1,650,70.0,1,Apartment,Cosmos Heritage,Thane West,Ready to move
3,878,149.0,0,Apartment,Kalpataru Srishti Namaah,Mira Road East,Under Construction
3,878,148.0,0,Apartment,Kalpataru Srishti Namaah,Mira Road East,Under Construction
2,573,94.6,0,Apartment,Kalpataru Srishti Namaah,Mira Road East,Under Construction
2,596,96.5,0,Apartment,Kalpataru Srishti Namaah,Mira Road East,Under Construction
1,410,72.0,0,Apartment,Man Aaradhya Parkwood 1,Mira Road East,Under Construction
2,1020,92.0,0,Apartment,Agarwal Vinay Heights,Mira Road East,Under Construction
1,710,108.0,0,Apartment,Star Sayba Icon,Kurla,Under Construction
2,900,99.0,0,Apartment,Roha Realty Roha Vatika,Kurla,Under Construction
3,1649,272.0,1,Apartment,Omkar Meridia ,Kurla,Under Construction
2,720,49.0,0,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,Under Construction
1,740,32.0,0,Apartment,Happy Home Sarvoday Greens Phase 2 Tower No 2,Bhiwandi,Under Construction
1,660,57.0,1,Apartment,Jangid Lilac,Mira Road East,Ready to move
1,650,56.0,1,Apartment,Sadguru Complex,Mira Road East,Ready to move
1,650,43.0,1,Apartment,Kanungo Shreepati 1,Mira Road East,Ready to move
1,660,49.0,1,Apartment,Buddha Ozone 3,Mira Road East,Ready to move
1,720,51.85,1,Apartment,Sahakar Premier,Mira Road East,Ready to move
2,960,76.0,1,Apartment,Vinay Classic,Mira Road East,Ready to move
2,975,80.0,1,Apartment,Seven Eleven Residency,Mira Road East,Ready to move
2,1060,74.5,1,Apartment,Sahakar Premier,Mira Road East,Ready to move
2,975,75.0,1,Apartment,Seven Eleven Residency,Mira Road East,Ready to move
1,660,56.0,1,Apartment,Buddha Buddha Ozone II,Mira Road East,Ready to move
2,930,72.0,1,Apartment,Vasudev Om Shubh Chintak,Mira Road East,Ready to move
2,1089,109.00000000000001,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
2,1089,108.0,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
1,680,22.0,1,Apartment,Laxmi Shankar Heights Phase 2,Ambernath West,Ready to move
2,1071,108.0,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
2,1071,106.0,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
1,756,72.6,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
1,729,69.8,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
1,756,69.9,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
1,729,68.5,0,Apartment,Jp Esquire,Bhayandar East,Under Construction
2,1175,90.0,1,Apartment,Progressive Prive,Ulwe,Under Construction
1,710,45.21,1,Apartment,Skyline Heritage,Ulwe,Ready to move
1,695,56.0,1,Apartment,Gurukrupa Aramus Galassia,Ulwe,Ready to move
1,700,59.0,1,Apartment,Gurukrupa Aramus Galassia,Ulwe,Ready to move
2,1125,72.51,1,Apartment,Bhagwati Silver Heights,Ulwe,Ready to move
2,1200,79.0,1,Apartment,Kailash Pratik Renaissance,Ulwe,Ready to move
2,1109,110.00000000000001,0,Apartment,Kalpataru Park Riviera,Panvel,Under Construction
2,850,80.0,1,Apartment,Reputed Builder Suraj Park,Kamothe,Ready to move
2,1100,85.0,1,Apartment,Gajra Bhoomi Gardenia 2,Kalamboli,Ready to move
2,1129,105.0,1,Apartment,Shanti Hari Heritage,Kamothe,Ready to move
3,1000,260.0,1,Apartment,Runwal Runwal Forests Tower 9 To 11,Kanjurmarg,Ready to move
2,700,160.0,1,Apartment,Runwal Forest Tower 5 To 8,Kanjurmarg,Ready to move
2,1245,80.0,1,Apartment,Kailash Pratik Renaissance,Ulwe,Ready to move
1,680,64.7,1,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Ready to move
1,695,63.0,1,Apartment,RNA NG N G Diamond Hill D Phase II,Mira Road East,Ready to move
2,981,89.9,1,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
2,1040,99.6,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,1050,99.5,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,970,75.0,1,Apartment,Si Construction Shanza Height,Mira Road East,Ready to move
1,711,63.21,0,Apartment,JP North Phase 6 Alexa,Mira Road East,Under Construction
1,650,52.0,1,Apartment,Ravi Gaurav Samruddhi,Mira Road East,Ready to move
1,670,44.0,1,Apartment,Ravi Gaurav Samruddhi,Mira Road East,Ready to move
1,765,64.96,1,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
1,600,45.0,1,Apartment,Ravi Gaurav Regency,Mira Road East,Ready to move
1,650,52.0,1,Apartment,Evershine Woods,Mira Road East,Ready to move
2,1233,102.0,1,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
1,550,40.5,1,Apartment,Right Grishma Enclave,Mira Road East,Ready to move
2,1161,98.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
2,1161,96.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
1,747,65.4,0,Apartment,Salasar Exotica I,Mira Road East,Under Construction
1,412,68.0,1,Apartment,Techno Vision Vivanta Marvel,Mira Road East,Ready to move
2,981,88.9,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
3,1665,134.0,0,Apartment,JP North Barcelona Wing D,Mira Road East,Under Construction
1,463,68.0,0,Apartment,Techno Vision Vivanta Marvel,Mira Road East,Under Construction
2,1060,78.0,1,Apartment,Goldstar Decent Homes,Mira Road East,Ready to move
2,1050,72.0,1,Apartment,D L Smital Avenue,Mira Road East,Ready to move
2,1075,73.0,1,Apartment,RNA NG NG Paradise,Mira Road East,Ready to move
1,705,48.0,1,Apartment,RNA NG NG Paradise,Mira Road East,Ready to move
2,1080,55.0,1,Apartment,Ravi Gaurav Regency,Mira Road East,Ready to move
1,590,41.0,0,Apartment,Sunteck One World,Naigaon East,Ready to move
1,550,48.0,1,Apartment,Kothari K D Empire,Mira Road East,Ready to move
1,675,68.0,1,Apartment,Lodha Aqua,Mira Road East,Ready to move
1,715,56.0,1,Apartment,S M Hatkesh Heights,Mira Road East,Ready to move
2,1075,90.0,0,Apartment,Raj Akshay,Mira Road East,Under Construction
1,675,55.0,0,Apartment,Raj Akshay,Mira Road East,Under Construction
2,1050,87.0,1,Apartment,Ram Nagar Shanti Garden Sector 5 Bldg 9,Mira Road East,Ready to move
1,600,68.0,1,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,1038,165.0,0,Apartment,Raymond Ten X Habitat Raymond Realty Tower F,Thane West,Under Construction
2,906,154.0,0,Apartment,Raymond Raymond Realty TenX Habitat,Thane West,Under Construction
1,632,110.00000000000001,0,Apartment,Raymond Raymond Realty TenX Habitat,Thane West,Under Construction
2,799,129.0,0,Apartment,Raymond Ten X Eden Tower,Thane West,Under Construction
1,725,68.0,0,Apartment,Raj Florenza,Mira Road East,Ready to move
2,906,115.99999999999999,0,Apartment,Lodha Codename Crown Jewel,Thane West,Ready to move
1,691,88.0,0,Apartment,Lodha Codename Crown Jewel,Thane West,Under Construction
2,1119,144.0,0,Apartment,Lodha Codename Crown Jewel,Thane West,Under Construction
4,3162,559.0,0,Apartment,Lodha Sterling,Thane West,Under Construction
3,1966,309.0,0,Apartment,Lodha Sterling,Thane West,Under Construction
3,1757,275.0,0,Apartment,Lodha Sterling,Thane West,Under Construction
2,1345,196.0,0,Apartment,Lodha Sterling,Thane West,Under Construction
2,1398,214.0,0,Apartment,Lodha Sterling,Thane West,Under Construction
2,798,148.0,0,Apartment,Raymond Raymond Realty TenX Habitat,Thane West,Ready to move
2,948,188.0,0,Apartment,Raymond Raymond Realty TenX Habitat,Thane West,Ready to move
2,1105,150.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,1049,84.0,0,Apartment,Chheda Avighna Building No 3,Mira Road East,Under Construction
3,1667,215.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
1,731,57.0,0,Apartment,Chheda Avighna Building No 3,Mira Road East,Under Construction
1,747,58.0,0,Apartment,Chheda Avighna Building No 3,Mira Road East,Under Construction
3,1480,210.0,0,Apartment,Lodha Codename Crown Jewel,Thane West,Under Construction
3,1484,202.0,0,Apartment,Lodha Codename Crown Jewel,Thane West,Under Construction
3,1832,252.99999999999997,0,Apartment,Lodha Codename Crown Jewel,Thane West,Under Construction
2,2247,400.0,0,Apartment,Sheth Avalon,Thane West,Under Construction
1,710,52.51,1,Apartment,Shagun White Nest,Ulwe,Ready to move
1,819,67.6,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
1,765,61.96,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Under Construction
1,690,63.48,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
2,1060,94.5,0,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Under Construction
1,770,71.7,0,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Under Construction
1,446,66.9,0,Apartment,Pramanik Walchand Paradise,Mira Road East,Under Construction
1,760,69.7,0,Apartment,SKD Pinnacolo NX,Mira Road East,Under Construction
1,675,62.77,0,Apartment,Raj Akshay,Mira Road East,Under Construction
3,1410,183.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,1060,137.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,1038,134.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,1034,80.0,0,Apartment,Chheda Avighna Building No 3,Mira Road East,Under Construction
2,981,130.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,1045,77.0,0,Apartment,Sankalp Siddhi,Karanjade,Under Construction
1,680,57.0,1,Apartment,Buddha Buddha Ozone II,Mira Road East,Ready to move
2,785,65.0,1,Apartment,Rashmi Tanmay,Mira Road East,Ready to move
1,695,52.0,1,Apartment,Basudeo Vasudev Sky High,Mira Road East,Ready to move
2,980,75.0,1,Apartment,Vinay Classic,Mira Road East,Ready to move
1,670,48.5,1,Apartment,Nirmal Teerth Plaza,Mira Road East,Ready to move
2,995,80.0,1,Apartment,Basudev Builders Vasudev Planet,Mira Road East,Ready to move
2,1000,80.0,1,Apartment,Sadguru Complex,Mira Road East,Ready to move
1,550,25.5,1,Apartment,Navkar City Phase II Part 3,Naigaon East,Ready to move
1,550,26.0,1,Apartment,Unicorn Unicorn Global Arena,Naigaon East,Ready to move
1,350,36.0,1,Studio Apartment,RNA NG Vaibhav Park,Mira Road East,Ready to move
1,600,34.0,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,600,35.0,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,695,48.0,0,Apartment,Bhagwat Heights,Ulwe,Under Construction
2,650,69.0,1,Apartment,Lodha Amara Tower 1 To 5 And 7 To 19,Thane West,Ready to move
2,850,150.0,1,Apartment,Rizvi Cedar,Malad East,Ready to move
1,680,53.9,1,Apartment,Man Opus,Mira Road East,Ready to move
1,680,54.98,1,Apartment,Salangpur Salasar Aangan,Mira Road East,Ready to move
1,715,53.99,0,Apartment,Umiya Oasis,Mira Road East,Under Construction
1,715,53.9,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
2,950,73.9,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
2,1050,73.99,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
1,715,53.99,1,Apartment,Tanvi Eminence I,Mira Road East,Ready to move
1,715,53.9,1,Apartment,Tanvi Heights,Bhayandar East,Ready to move
2,1050,72.9,1,Apartment,Tanvi Heights,Bhayandar East,Ready to move
5,2815,375.0,1,Apartment,Kalpataru Siddhachal Elegant,Thane West,Ready to move
2,1000,115.99999999999999,1,Apartment,Rosa Royale,Thane West,Ready to move
1,680,79.0,1,Apartment,Hiranandani Greenwich,Thane West,Ready to move
1,880,90.0,1,Apartment,Hiranandani Solitaire,Thane West,Ready to move
2,950,155.0,1,Apartment,ACME Oasis ,Kandivali East,Ready to move
2,692,92.0,0,Apartment,UK Iridium,Kandivali East,Under Construction
2,692,108.0,0,Apartment,UK Iridium,Kandivali East,Under Construction
3,1325,270.0,1,Apartment,Kanakia Challenger,Kandivali East,Ready to move
2,936,46.0,1,Apartment,Mohan Suburbia,Ambernath West,Ready to move
3,1550,185.0,1,Apartment,Neelkanth Palms,Thane West,Ready to move
3,1900,445.0,1,Apartment,Skyline Poseidon,Andheri West,Ready to move
3,1650,165.0,1,Apartment,Kalpataru Hills,Thane West,Ready to move
4,2700,550.0,1,Apartment,Hiranandani Meadows,Thane West,Ready to move
1,670,27.0,1,Apartment,Mohan Nano Estates II,Ambernath West,Ready to move
3,1424,395.0,1,Apartment,Adani Estates Western Heights Phase 1 Residential,Andheri West,Ready to move
3,1800,350.0,1,Apartment,Hiranandani Meadows,Thane West,Ready to move
2,1150,335.0,1,Apartment,K Raheja Classique,Andheri West,Ready to move
1,711,48.0,1,Apartment,Ajmera New Era Yogidham Phase IV Tower C,Kalyan West,Ready to move
2,1000,68.5,0,Apartment,Laxmi Kailash Garden,Kalyan West,Ready to move
1,750,50.5,0,Apartment,Laxmi Kailash Garden,Kalyan West,Ready to move
1,635,43.0,0,Apartment,Ajmera New Era Yogidham Phase IV Tower C,Kalyan West,Ready to move
2,975,96.5,0,Apartment,White Heaven Shree Shaswat Building No 15,Mira Road East,Ready to move
2,990,97.5,0,Apartment,White Heaven Shree Shaswat Building No 15,Mira Road East,Ready to move
1,690,67.0,0,Apartment,Prithvi Prithvi Pride Phase I,Mira Road East,Ready to move
1,690,62.0,0,Apartment,White Heaven Shree Shaswat Building No 15,Mira Road East,Ready to move
2,1070,96.5,0,Apartment,Amar Vinay Heritage,Mira Road East,Under Construction
2,745,100.0,0,Apartment,Techno Vision Vivanta Marvel,Mira Road East,Under Construction
2,695,98.5,0,Apartment,Techno Vision Vivanta Marvel,Mira Road East,Under Construction
1,412,66.0,0,Apartment,Techno Vision Vivanta Marvel,Mira Road East,Under Construction
2,1080,97.2,0,Apartment,Nandkumar Janki Legacy,Mira Road East,Under Construction
1,775,66.69,0,Apartment,Nandkumar Janki Legacy,Mira Road East,Under Construction
1,665,59.69,0,Apartment,Nandkumar Janki Legacy,Mira Road East,Under Construction
3,831,132.0,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
3,747,119.0,0,Apartment,Raj Heritage 2,Mira Road East,Under Construction
2,845,33.0,1,Apartment,Panvelkar Homes 2,Ambarnath,Ready to move
2,1070,40.0,1,Apartment,Patel Patel Jainam Residency,Ambernath East,Ready to move
1,730,35.0,1,Apartment,Nisarg Greens,Ambernath East,Ready to move
3,1600,180.0,1,Apartment,Reputed Builder Tilak Vaishali,Chembur,Ready to move
1,650,260.0,1,Apartment,Swaraj Homes St Peters CHS,Bandra West,Ready to move
1,650,63.1,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
1,620,79.0,1,Apartment,Reputed Builder Om Sai Aaradhana CHS Ltd,Dahisar,Ready to move
3,1550,229.99999999999997,0,Apartment,Prima Upper East 97,Malad East,Ready to move
2,990,83.8,1,Apartment,Shree Savaliya Avenue,Mira Road East,Ready to move
1,650,57.6,1,Apartment,VR Radha Regency,Mira Road East,Ready to move
2,1050,91.11,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,710,63.05,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,910,102.0,1,Apartment,Raj Akshay,Mira Road East,Ready to move
2,950,88.2,1,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
2,1050,89.5,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
2,880,83.5,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
1,650,59.5,1,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
1,710,75.41,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
1,650,63.5,1,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
2,880,84.1,1,Apartment,JP Codename Dream Home Tower C,Mira Road East,Ready to move
2,820,102.0,0,Apartment,JP North Barcelona,Mira Road East,Ready to move
2,820,105.0,1,Apartment,JP North Barcelona,Mira Road East,Ready to move
3,1250,122.0,0,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,Under Construction
3,1341,132.0,1,Apartment,Reputed Builder Samriddhi,Mira Road East,Ready to move
2,920,110.00000000000001,0,Apartment,Cllaro Urban Grandeur Bldg 2,Mira Road East,Under Construction
2,880,83.1,0,Apartment,JP Codename Dream Home Tower C,Mira Road East,Under Construction
3,1250,140.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,910,99.1,0,Apartment,Raj Akshay,Mira Road East,Ready to move
2,910,98.91,0,Apartment,Raj Akshay,Mira Road East,Under Construction
1,750,67.1,1,Apartment,Raj Akshay,Mira Road East,Ready to move
1,750,66.54,0,Apartment,Raj Akshay,Mira Road East,Under Construction
1,750,60.5,1,Apartment,Sanghvi S3 Skyrise,Mira Road East,Ready to move
2,950,99.0,1,Apartment,Amisha Empire Phase I,Mira Road East,Ready to move
2,850,91.0,0,Apartment,JP Codename HOTCAKE,Mira Road East,Ready to move
3,1420,132.0,0,Apartment,JP Codename Dream Home Tower B,Mira Road East,Ready to move
2,995,84.0,1,Apartment,Strawberry Onyx,Mira Road East,Ready to move
1,710,63.33,1,Apartment,Amar Vinay Heritage,Mira Road East,Ready to move
1,750,62.0,1,Apartment,Strawberry Onyx,Mira Road East,Ready to move
2,950,74.5,1,Apartment,RNA NG N G Tivoli Phase I,Mira Road East,Ready to move
1,680,54.8,1,Apartment,Salangpur Salasar Aangan,Mira Road East,Ready to move
1,710,54.99,1,Apartment,Salangpur Salasar Aangan,Mira Road East,Ready to move
5,5500,800.0,1,Apartment,Hiranandani Rodas Enclave,Thane West,Ready to move
3,1050,162.0,1,Apartment,Godrej Emerald,Thane West,Ready to move
1,715,78.75,0,Apartment,Annapurna Span Signature,Bhayandar West,Ready to move
2,1045,110.00000000000001,0,Apartment,Annapurna Span Signature,Bhayandar West,Under Construction
2,1050,110.00000000000001,0,Apartment,Daichi Aabiel Heights,Bhayandar West,Under Construction
2,1165,135.0,0,Apartment,Ms Shri Venkatesh Silver Spring,Bhayandar West,Ready to move
3,1560,400.0,1,Apartment,Runwal Elegante,Andheri West,Ready to move
3,2221,525.0,1,Apartment,Skyline Poseidon,Andheri West,Ready to move
1,650,26.0,1,Apartment,Mohan Nano Estates II,Ambernath West,Ready to move
1,650,29.0,1,Apartment,Mohan Nano Estates I,Ambernath West,Ready to move
1,650,26.0,1,Apartment,Mohan Nano Estates I,Ambernath West,Ready to move
1,550,63.0,1,Apartment,Rosa Gardenia,Thane West,Ready to move
1,420,46.0,1,Apartment,Soham Parijat Gardens,Thane West,Ready to move
1,550,55.0,1,Apartment,Vihang Vihang Valley,Thane West,Ready to move
2,850,98.0,1,Apartment,Satguru Solitaire,Thane West,Ready to move
2,850,100.0,1,Apartment,Dedhia Elita,Thane West,Ready to move
2,850,92.0,1,Apartment,Cosmos 27 GBR,Thane West,Ready to move
1,550,55.0,1,Apartment,Reputed Builder Horizon Heights,Thane West,Ready to move
1,480,48.0,1,Apartment,Rutu Enclave,Thane West,Ready to move
1,550,46.0,1,Apartment,Kavya Hill View,Thane West,Ready to move
1,550,66.0,1,Apartment,Cosmos 27 GBR,Thane West,Ready to move
1,850,51.0,0,Apartment,Shree Saket,Thane West,Ready to move
1,550,36.0,0,Studio Apartment,Shree Saket,Thane West,Ready to move
1,550,33.0,0,Studio Apartment,Shree Saket,Thane West,Ready to move
1,750,51.0,0,Apartment,Shree Saket,Thane West,Ready to move
1,600,55.0,1,Studio Apartment,Reputed Builder Ram Darshan CHS,Thane East,Ready to move
3,665,260.0,0,Apartment,Khandelwal Shantadurga,Dadar East,Ready to move
1,600,114.99999999999999,0,Apartment,Reputed Builder City View,Kharghar,Ready to move
1,620,150.0,0,Apartment,Swaraj Homes Silver View,Bandra West,Under Construction
1,600,104.0,0,Apartment,Reputed Builder City View,Kharghar,Ready to move
1,600,92.0,0,Apartment,Ashray Jaswanti Bliss,Kurla,Under Construction
1,560,23.8,1,Apartment,M Baria Yashwant Pride,Naigaon East,Ready to move
1,600,72.0,0,Apartment,Roha Realty Roha Vatika,Kurla,Under Construction
1,598,92.0,0,Apartment,Ashray Jaswanti Bliss,Kurla,Under Construction
1,620,150.0,0,Apartment,Reputed Builder Sun view,Koper Khairane,Ready to move
1,575,70.0,0,Apartment,Ruparel Pride,Kurla,Under Construction
2,950,125.0,0,Apartment,Hari Om Pearl Hans Residency G Wing,Kurla,Under Construction
2,1150,168.0,0,Apartment,Star Sayba Icon,Kurla,Under Construction
1,750,88.0,0,Apartment,Sonal Heights,Kurla,Ready to move
2,1265,215.0,1,Apartment,Kohinoor City,Kurla,Ready to move
1,625,41.45,1,Apartment,Haware Haware Citi,Thane West,Ready to move
1,324,28.3,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
3,1105,79.0,1,Apartment,Haware Haware Citi,Thane West,Ready to move
2,950,71.0,1,Apartment,Haware Tulip 1,Thane West,Ready to move
2,950,79.0,1,Apartment,Puraniks Aarambh,Thane West,Ready to move
1,630,55.0,1,Apartment,Puraniks Tokyo Bay Phase 2A,Thane West,Ready to move
2,750,175.0,1,Apartment,Marathon Monte Vista,Mulund West,Ready to move
2,900,44.0,0,Apartment,Lodha Codename Golden Dream,Taloja,Under Construction
1,610,32.5,0,Apartment,Kohinoor Eden,Kalyan East,Under Construction
2,935,66.0,0,Apartment,Ajmera Yogi Dham,Kalyan West,Under Construction
2,850,51.5,0,Apartment,Raunak City,Kalyan West,Under Construction
1,560,36.5,0,Apartment,Raunak City 2,Kalyan West,Under Construction
1,720,45.5,0,Apartment,Yogi Ajmera Bliss,Kalyan West,Under Construction
2,850,51.49,0,Apartment,Shree Laxmi Kailash Homes,Kalyan West,Under Construction
1,640,41.5,0,Apartment,Shree Laxmi Kailash Homes,Kalyan West,Under Construction
2,900,66.0,1,Apartment,Gurukrupa Guru Atman,Kalyan West,Ready to move
2,920,64.0,0,Apartment,Gurukrupa Guru Atman,Kalyan West,Under Construction
2,950,65.0,0,Apartment,Gurukrupa Guru Atman,Kalyan West,Under Construction
1,650,60.0,1,Apartment,Shree Ostwal Ostwal Heights,Mira Road East,Ready to move
1,690,39.25,1,Apartment,Matrix Homes,Ulwe,Ready to move
1,460,29.0,0,Studio Apartment,SPS White Iris,Ulwe,Ready to move
2,1050,81.0,1,Apartment,Puraniks Tokyo Bay Phase 1,Thane West,Ready to move
2,1050,80.0,1,Apartment,Puraniks Tokyo Bay Phase 1,Thane West,Ready to move
1,650,51.0,1,Apartment,Khade KIPL Morya,Thane West,Ready to move
1,660,58.0,1,Apartment,Surya Goyal Arcade,Mira Road East,Ready to move
1,650,110.00000000000001,1,Apartment,Nahar Sarvodaya Heights,Mulund West,Ready to move
1,600,54.0,1,Apartment,Vihang Hills,Thane West,Ready to move
1,650,59.0,1,Apartment,Vihang Vermont,Thane West,Ready to move
1,324,32.0,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
1,324,31.5,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
1,324,31.0,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
2,810,73.0,1,Apartment,Vihang Vermont,Thane West,Ready to move
2,850,75.0,1,Apartment,Vihang Vermont,Thane West,Ready to move
1,650,58.0,1,Apartment,Vihang Vermont,Thane West,Ready to move
3,1850,210.0,1,Apartment,Rudra Om Rudra,Kharghar,Ready to move
2,905,62.5,1,Apartment,Haware Haware Citi,Thane West,Ready to move
1,650,52.0,1,Apartment,Khade KIPL Morya,Thane West,Ready to move
1,324,27.0,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
1,650,59.0,0,Apartment,JVM Tiara,Thane West,Under Construction
1,324,25.0,1,Studio Apartment,Haware Haware Citi,Thane West,Ready to move
2,726,270.0,0,Apartment,Runwal Nirvana Part I,Parel,Under Construction
2,900,42.0,0,Apartment,Kohinoor Eden,Kalyan East,Under Construction
1,600,28.0,0,Apartment,Lodha Codename Golden Dream,Taloja,Ready to move
1,735,35.0,0,Apartment,Regency Sarvam Phase 12,Titwala,Under Construction
1,434,129.0,0,Apartment,Ruparel Vivanza,Byculla,Under Construction
1,650,190.0,0,Apartment,Ruparel Vivanza,Byculla,Under Construction
3,950,425.0,1,Apartment,Omkar Woodside,Dadar West,Ready to move
3,1035,390.0,0,Apartment,Dignity Divine,Wadala,Ready to move
1,330,110.00000000000001,0,Apartment,Pattathu Pearl Heights,Parel,Under Construction
3,1000,270.0,0,Apartment,Dosti Eastern Bay,Wadala,Under Construction
2,925,500.0,0,Apartment,Suraj Palette,Dadar West,Under Construction
3,1480,600.0,0,Apartment,Suraj Palette,Dadar West,Under Construction
